152076 silly lifecycle babel-plugin-transform-regenerator@6.21.0~preinstall: no script for preinstall, continuing
152431 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\babel-traverse\node_modules\lodash
152432 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\babel-types\node_modules\lodash
152433 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\babylon
152434 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\backo2
152435 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\balanced-match
152436 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\base64-arraybuffer
152437 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\base64-js
152438 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\base64id
152439 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\batch
152440 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\beeper
152441 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\big.js
152442 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\binary-extensions
152443 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\binaryextensions
152444 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\bindings
152445 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\bl\node_modules\isarray
152446 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\blob
152447 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\bluebird
152448 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\body-parser\node_modules\ms
152449 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\body-parser\node_modules\debug
152450 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\body-parser\node_modules\qs
152451 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\bower-config\node_modules\graceful-fs
152452 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\bower-config\node_modules\osenv
152453 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\browser-sync-spa\node_modules\connect-history-api-fallback
152454 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\buffer-shims
152455 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\builtin-modules
152456 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\builtin-status-codes
152457 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\bytes
152458 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\callsite
152459 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\better-assert
152460 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\camelcase
152461 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\caniuse-db
152462 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\browserslist
152463 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\caseless
152464 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\circular-json
152465 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\clean-css\node_modules\source-map
152466 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\cli-width
152467 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\clone
152468 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\clone-stats
152469 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\code-point-at
152470 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\color-name
152471 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\color-convert
152472 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\color-string
152473 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\color
152474 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\colors
152475 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\commondir
152476 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\component-bind
152477 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\component-emitter
152478 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\component-inherit
152479 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\concat-map
152480 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\brace-expansion
152481 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\babel-register\node_modules\minimatch
152482 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\connect-history-api-fallback
152483 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\connect\node_modules\ms
152484 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\connect\node_modules\debug
152485 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\console-control-strings
152486 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\constants-browserify
152487 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\content-type
152488 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\convert-source-map
152489 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\cookie
152490 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\core-js
152491 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\core-util-is
152492 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\css-color-names
152493 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\ctype
152494 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\currently-unhandled
152495 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\custom-event
152496 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\dashdash\node_modules\assert-plus
152497 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\dashdash
152498 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\date-now
152499 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\console-browserify
152500 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\deap
152501 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\decamelize
152502 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\deep-is
152503 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\defaults
152504 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\defined
152505 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\del\node_modules\pinkie
152506 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\del\node_modules\pinkie-promise
152507 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\delayed-stream
152508 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\combined-stream
152509 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\delegates
152510 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\depd
152511 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\deprecated
152512 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\destroy
152513 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\dev-ip
152514 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\di
152515 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\doctrine\node_modules\esutils
152516 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\doctrine\node_modules\isarray
152517 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\doctrine
152518 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\domain-browser
152519 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\duplexer
152520 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\duplexer2\node_modules\isarray
152521 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\ee-first
152522 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\emitter-steward
152523 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\emojis-list
152524 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\encodeurl
152525 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\engine.io-client\node_modules\component-emitter
152526 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\ent
152527 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\es6-symbol
152528 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\es6-iterator
152529 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\es5-ext
152530 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\d
152531 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\es6-weak-map
152532 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\escape-html
152533 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\escape-string-regexp
152534 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\escodegen\node_modules\estraverse
152535 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\escodegen\node_modules\fast-levenshtein
152536 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\escodegen\node_modules\source-map
152537 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\escodegen\node_modules\wordwrap
152538 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\eslint-loader\node_modules\object-assign
152539 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\eslint\node_modules\espree
152540 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\eslint\node_modules\globals
152541 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\eslint\node_modules\minimatch
152542 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\esprima
152543 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\estraverse
152544 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\estraverse-fb
152545 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\esutils
152546 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\etag
152547 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\event-emitter
152548 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\es6-set
152549 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\es6-map
152550 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\eventemitter3
152551 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\events
152552 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\exit
152553 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\exit-hook
152554 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\expand-braces\node_modules\is-number
152555 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\expand-braces\node_modules\repeat-string
152556 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\expand-braces\node_modules\expand-range
152557 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\expand-braces\node_modules\braces
152558 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\expand-braces
152559 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\express\node_modules\mkdirp
152560 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\extend
152561 silly finalize C:\Users\doomster\Projetos\courseMEAN\client\node_modules\agent-base
